Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
Wild Love,Elsie Silver,2024/06/09,8,Stop that was actually really good. Not a fan of the dumb third act break up bc I think she overreacted just a tad but overall I absolutely loved the tension and buildup. I thought that Cora was way too smart at the beginning but it seems like she got to grow into only having to be a child. Some of the lines were cheesy but had me banging my fist for more. Overall I enjoyed and it felt like a catalyst to read some more!,digital,,B0CKMFZN5Z,read,2024/06/10,2024/06/09,1
Our Secret Moments,Janisha Boswell,2024/06/19,7,I have been in a SLUMP. Honestly this book was okay. I really don’t get why sibling get upset when their sibling is dating their bff like I get the you used to hang out with me thing but also now this person is your sister/bro irl. Gotta love the BIPOC representation tho!! I like how devoted they were the entire book but there were parts that felt mushy that just made me jealous and sad (I want a bf who buys me books and cuddles). I do think that there was personal growth but some it felt forced and sometimes I just wasn’t captivated. I think it’s a me problem tho that I’m having a hard time getting into books..,digital,,,read,2024/06/19,2024/06/19,1
Our Secret Game,Janisha Boswell,2024/06/20,7,Ehhh finished the book but wasn’t really feeling it. I kinda felt like Nora took Wes for granted and I truly don’t understand how people are not attracted to their girl/boy bff. I really also felt meh about their challenges. I felt for Wes and his parents divorce but Nora just felt like white pretty privilege oh no I’m not going to be an actress. Which statistically speaking “making it” is very improbable. There were ALOT of mushy parts which I found boring rather than cute. I just felt like if he’d been in love with her all the time and there had been evidence how had she been so blind…ehh good spice at the end tho,digital,,B0CZ466LMF,read,2024/06/21,2024/06/20,1
Ninth House,Leigh Bardugo,2024/06/26,8,You know I ended up enjoying it. It was a little hard to get into because of all the exposition but overall it was fun. I was not expecting Alex to have so much trauma and honestly a lot of the book I tried not to read too closely or else I’d get lost in the words. I wish there was more foreshadowing of who was culpable but maybe North was supposed to be that. Still proud of myself for reading off genre and I really want to know what happened to Darlington.,digital,,9781250313089,read,2024/06/27,2024/06/26,1
Hell Bent,Leigh Bardugo,2024/07/02,8,"I’m invested in this series. To be frank, I was scared. I read this mostly at night and I was on edge lol. So much happened as far as plot goes but I really enjoyed. I found it a little easier to read than the first because there was more plot and I already was familiar with the world. BUT that did not stop Bardugo from adding a new world to build :( jk I had a lot of fun and I’m glad Darlington is back. I think I’m mainly confused about Mercy’s reaction bc what did girly think she was signing herself up for?",digital,,9781473228047,read,2024/07/02,2024/07/02,1
Love Unwritten,Lauren Asher,2024/07/02,8,"Apart from how hot and cold Rafa was at the beginning, this book was really sweet. Sometimes Nico was too smart and sometimes Rafa would lash out and I wasn’t expecting it, but I liked how Ellie would push back and self advocate. NO THIRD ACT BREAK UP WOOOOO. I’m honestly surprised how quickly I got through this one considering how long it is. I think there were good moments of communication about trust and insecurity that showed the development of the relationship that was fun to read.",digital,,B0CM6WYS91,read,2024/07/03,2024/07/03,1
Not in Love,Ali Hazelwood,2024/07/04,8,My one thing that bothered me was that she made Rue not competent. Like I understand that she’s talented but I think that needed to be played up more and not have it be like Eli or Nyota fixing things. I think like having more about her patent or science would’ve been better. However I adored seeing her and become more apt in social situations and in my eyes Ali Hazelwood can do no wrong. I loved the spice and just the acceptance that Eli and Rue showed each other. Anyways I enjoyed it!!,digital,,9781408728918,read,2024/07/04,2024/07/04,1
Second Chance Mates,Savanna Rose,2024/07/07,7,You know what? In the end it was good. Like so much of the plot was shoved in the last third of the book. While the first two thirds was like character development and I was bored. They easily defeated her abusers (then did gruesome torture) but the whole Julia was alive and fakes their mating bond crazy. Also I think the things with their parents feels wishy washy like…hmmmm idk. But now Ava and Jax can be a happy werewolf couple,digital,,B0CVR5F1QN,read,2024/07/07,2024/07/07,1
For the Record,Juliana Smith,2024/07/09,9,"Stop. I loved that. I was a little peeved at the third act conflict but I appreciated the reconciliation. Omitting the truth is not lying it’s deception get your fucking terminology right. But also it felt like an overreaction, but then the apology was appreciated. Anyways I still loved this book. The slow burn was awesome; the dual pov, dual timelines worked REALLY well. I’m so tempted to give a ten but that third act conflict really upset me. I loved the characters’ banter and moments. I liked seeing Adam go with Rachel to visit her dad. Honestly this book was ducking incredible without the overreacting but then in her shoes I’d also probs overreact but I’d still give the guy a chance to explain…but it was so good and I was crying in a good way during the triathlon scene.",digital,,,read,2024/07/09,2024/07/09,1
Bright Lights & Summer Nights,Kat Singleton,2024/07/10,9,Wait I loved that. The BANTER omg and the tension??? THE SPICE?? SO good. And I liked that Emma got to explore/choose herself before finally choosing Preston. I won’t lie they moved fast. But the moments that they had at the beginning were fun and sweet. Obviously they’re all privileged and whatever but throwing a heel over a fence..what a meet cute. This book went so fast and I can’t believe the series is already over :( Until next time Singleton!,digital,,B0CPKNS455,read,2024/07/10,2024/07/10,1
After All This Time,Jessica Sydney,2024/07/11,5,"Bad bad bad. Okay maybe it’s just me who can’t take a compliment but I HATE when book boys are like excessively “you’re so gorgeous” “some random comparison to random object” like after you’re in a relationship sure but if you’re supposed to be enemies/rivals??? Where the slow burn? The book tries so hard to be deep and meaningful but just comes off wrong. He calls her so many different nicknames, the plot was choppy and doesn’t have smooth transitions, and there wasn’t enough exposition. I really thinks dual timeline would’ve helped the story. Like a timeline of them as children/rivals up to the point of not talking and also the timeline we saw. Plus it had so much mush. Like when it’s mushy it feels like the author was lazy and thought that comparisons to nature counted as plot…plot twist it DOESNT it’s boring and now you’ve overused how meaningful other compliments are. Also when I talk about anxiety I joke like “hahaha I’m anxious” not “my life is so hard bc of anxiety” like if the message is life is difficult with anxiety then SHOW me through the character’s experience don’t have them tell me their thoughts like…ya know?? AND WHY IS LITERALLY EVERY SIDE CHARACTER ~inspirational~ LIKE PLS BE NORMAL NO ONE TLAKS LOKE THAG IN REAL LIFE Like also you just wake up one day and realize you love this person after arguing for years and slightly bullying them??? Like no give me more evidence and build up OR have be that you always loved this person and didn’t know how to express it. God it’s like authors don’t know how to do their job 🙄",digital,,B0CQXWXF8S,read,2024/07/12,2024/07/11,1
